time,tmax_ch,tmean_ch,tmin_ch,p_cr2met_ch,p_mswep_ch,tmax_pa,tmean_pa,tmin_pa,p_cr2met_pa,p_mswep_pa
1/1/1979,24.18635377,15.70362026,7.988352532,142.5938089,88.9,14.81666771,9.273370319,3.876480386,101.0435796,69.154
2/1/1979,24.45167539,15.13215296,7.293314911,128.3763351,63.5,13.6878887,8.068022196,3.165348775,74.0377197,45.383
3/1/1979,19.55234177,12.39690752,6.080701152,174.1537757,108.9,11.97348037,6.474967203,1.254201206,88.72147749,62.155
4/1/1979,15.48445417,8.617293193,2.817068259,207.6692419,100.1,9.07502473,3.998139261,-0.268439432,89.33300073,75.267
5/1/1979,9.715886352,5.909628984,2.245321449,679.2098018,599.3,4.640872217,0.657371774,-3.28744754,115.5248344,76.939
6/1/1979,7.04005086,3.485849773,0.15009078,485.1139765,377.6,3.71608841,0.383585241,-2.933598562,131.1877624,120.395
7/1/1979,8.149848013,3.712038093,-0.423126342,468.7453885,421.7,2.228690377,-0.899436751,-4.187727243,162.8285738,139.018
8/1/1979,8.633200777,4.781686658,0.862560033,681.3203935,695.7,1.194595887,-1.925962442,-5.049527152,125.361675,106.611
9/1/1979,12.24643109,5.68153899,-0.000979197,325.8478576,340.5,3.767338562,-0.204575799,-4.060013915,108.4116756,99.041
10/1/1979,14.27057074,8.446219919,3.590507477,358.1218695,298.5,5.789603281,1.505622223,-2.978122929,105.6779033,83.327
11/1/1979,17.66182427,10.96490418,4.845133644,310.0508844,264,9.157382273,4.675313241,-0.033225268,114.7242664,108.52
12/1/1979,21.21018526,13.31469234,6.228310681,245.9210165,173.2,13.11015497,7.689127413,2.441126889,82.56014504,66.869
1/1/1980,23.52294171,15.99563929,9.426065065,175.8422717,103.6,13.08257045,8.154168858,3.509235223,98.94362102,77.097
2/1/1980,22.51504345,14.84413541,8.625741341,333.9951847,294.5,12.41809041,7.141625221,2.359239714,99.7631986,82.066
3/1/1980,19.68765229,13.3313101,7.766685413,393.6670813,295.2,10.78440106,6.574775219,2.556908624,215.384411,151.351
4/1/1980,11.99603171,6.803825607,2.513159781,413.1224082,279.3,5.05912557,0.356660641,-3.810117732,75.0850434,86.895
5/1/1980,9.287469116,5.433387845,1.774146199,558.9260648,563.7,4.872376177,1.281704534,-2.27719465,132.4012538,119.604
6/1/1980,6.234456757,3.012990667,-0.188515251,442.7798689,437.8,1.661941108,-2.012843849,-5.675103703,110.7637728,96.189
7/1/1980,5.383242523,2.22931825,-0.874971257,442.0162348,346.1,0.783778316,-2.536236453,-6.260280756,98.03264327,74.302
8/1/1980,9.309848987,5.005211681,1.360113825,457.2469826,491.3,2.389827602,-0.616424488,-3.916205534,170.1454759,157.514
9/1/1980,12.7311928,6.833374507,1.745052637,395.0018805,278.1,5.120391947,1.061908547,-2.852639747,119.0795243,110.817
10/1/1980,15.74719313,9.009901994,3.070078204,158.9994249,84,7.898844981,3.253880515,-0.801064106,91.442458,59.852
11/1/1980,16.1723341,10.36426421,4.729290398,351.3564545,251.7,8.058654043,3.731377491,-0.61613697,124.2646521,90.312
12/1/1980,19.82189294,13.75031834,8.325325952,275.7046449,217.8,11.64359026,6.966223974,2.515409089,157.7033353,130.803
1/1/1981,21.22274368,14.29616729,8.036196881,239.4655608,182.4,13.03359972,8.037295068,3.161496646,78.29221432,76.373
2/1/1981,22.55627593,14.39519364,7.313179707,169.4339698,130.7,12.3174862,7.378550104,2.893933442,124.858008,104.721
3/1/1981,18.65804558,11.98837267,6.198579865,246.9362872,185.9,10.75748178,5.996935119,1.428346584,78.21722772,71.403
4/1/1981,16.0882665,10.31318608,5.29319052,291.7173498,206.3,8.676201043,3.511602989,-0.999115738,86.37704748,57.109
5/1/1981,9.3572864,6.140579113,2.744036234,762.6128133,708.4,4.12688307,0.201951059,-3.598476387,129.5419272,97.238
6/1/1981,6.624082097,3.631259702,0.842916592,685.7416049,461,1.987301788,-1.412477702,-4.992822768,134.8221401,108.081
7/1/1981,6.227987371,2.25308023,-1.270043274,536.230876,358.1,2.538175942,-0.770558613,-4.098055379,120.0693049,88.622
8/1/1981,8.304003865,4.142614437,0.545583949,421.127549,350.9,3.051303197,-0.45449668,-3.832506898,114.0979793,93.224
9/1/1981,11.08062984,5.37537421,0.257716643,426.1807774,389.6,4.390324657,-0.022759379,-3.715533264,93.17348649,65.628
10/1/1981,16.3276441,9.219891835,3.280680262,247.9952438,172.5,7.955372726,3.313256868,-0.943489497,88.47106021,68.293
11/1/1981,16.81591757,10.68359714,4.960400863,278.5995778,195.6,8.892287223,4.380274129,0.010545221,116.4730079,88.689
12/1/1981,19.22996797,12.69010138,6.714310606,194.3473707,172.4,11.68145853,6.676418384,2.010258175,68.69516809,59.849
1/1/1982,23.08592042,15.18288387,7.638403648,317.530338,221.3,14.05535579,9.209711758,4.539394316,131.9649667,87.705
2/1/1982,21.75897136,13.38988483,6.343785982,160.2912751,124.9,12.05098264,6.814290814,1.948622085,86.30936499,70.585
3/1/1982,18.21943471,11.05632753,4.699123496,306.1733441,163.9,10.05101719,5.45441039,1.314930859,109.1952254,79.278
4/1/1982,15.13452933,9.170131127,3.987953589,190.2694122,121.9,8.236406117,3.300175795,-1.124413471,48.63773532,52.908
5/1/1982,10.33121516,6.760392755,3.323491459,596.0696051,501.6,5.910552664,1.94485444,-1.903766429,112.8129752,88.324
6/1/1982,4.633529789,0.853040976,-2.097433114,491.2719133,403.3,-0.149514991,-4.754045711,-8.719306219,51.15200879,43.814
7/1/1982,4.240964506,1.044955881,-1.693178305,450.945257,361,-2.321013915,-6.754657157,-10.35220144,47.18766911,51.684
8/1/1982,8.813089584,4.631097771,0.63439064,555.7287974,441.2,1.723755404,-1.648127518,-4.973677442,124.4110434,114.875
9/1/1982,14.04771783,8.572530013,3.66910736,376.8944701,345.9,5.028079484,0.52249988,-3.743746336,114.2202823,94.786
10/1/1982,13.56968661,7.976533532,3.797359474,407.3915527,311.6,6.293536219,2.437038248,-0.822669349,84.73540601,83.244
11/1/1982,16.9928406,10.65720355,5.477303753,222.792538,183.5,10.55929335,5.769731237,1.247412521,68.26009771,60.245
12/1/1982,20.23228884,13.53500677,7.55871811,232.9879738,120.3,12.07371763,7.19356041,2.402633149,110.9318784,75.267
1/1/1983,24.026819,16.34932497,9.323648119,185.6571736,158.4,14.39898716,8.773900823,3.346202772,111.5690626,77.235
2/1/1983,23.30487746,15.12882189,7.981822539,200.7509763,119.7,12.633304,7.033505361,1.744755906,99.97345378,64.511
3/1/1983,18.55161355,11.65442206,5.874662305,237.6712992,147,11.82128677,6.655244697,2.282663897,91.57130886,76.828
4/1/1983,14.21249573,9.037080987,4.429105777,329.3788613,251.4,8.563445227,3.903907703,-0.394668776,96.67269853,74.271
5/1/1983,8.841674558,5.300532727,2.209409544,411.3147624,302.1,5.284415955,1.420276181,-2.229920513,113.9778192,95.594
6/1/1983,5.213426793,1.457481397,-1.770644798,407.4102878,242.4,1.972085838,-1.983227342,-5.877268798,65.59486782,47.435
7/1/1983,4.991588755,1.280725023,-1.90356636,444.8237509,459.1,0.888134467,-1.966504934,-5.187019613,107.9951877,87.064
8/1/1983,8.713744942,3.451563068,-1.302986277,346.0409301,274.8,3.060703607,-0.790133526,-4.331114467,76.18453969,59.259
9/1/1983,10.96107739,5.178998003,0.030859404,393.0912496,265.1,4.584790877,0.353888318,-3.721580315,86.41854646,59.536
10/1/1983,15.31882342,9.011756997,3.545198198,238.2259302,211.1,6.976104629,2.389770327,-1.578221977,73.62421803,58.264
11/1/1983,18.4239779,11.68426715,5.9714588,208.674909,136.2,9.349455907,5.21312369,1.251774005,111.0528349,82.681
12/1/1983,21.86228271,14.48864755,7.607184835,123.599952,100.9,13.77229813,8.863228703,4.244043461,92.65095907,63.3
1/1/1984,21.41467455,14.26549175,7.795444806,358.9318523,236.1,12.18916133,7.729267732,3.182014435,153.1106646,103.074
2/1/1984,21.21294055,13.94985258,8.077510055,358.4918428,279.6,11.18600134,6.228098579,1.908203756,117.7038051,93.166
3/1/1984,19.05772629,11.73666884,5.511380868,139.5860167,108.3,12.06072273,6.288237958,1.182433386,38.92009564,28.686
4/1/1984,13.58514257,6.927006497,1.487579126,357.5972818,195.2,6.966832497,2.510224018,-1.750260191,165.2308985,129.213
5/1/1984,7.012951561,3.220059705,-0.213819937,472.8523285,430.7,1.043375381,-2.843385082,-6.974343916,103.9973431,83.801
6/1/1984,4.170527827,0.535189921,-3.317131153,388.1020587,303.1,-0.56690381,-5.143756445,-9.62874116,43.29300613,32.75
7/1/1984,4.091875861,0.940261141,-2.246945475,322.9140595,316.8,-1.780913828,-5.389646029,-8.767256119,22.00935444,37.528
8/1/1984,7.593141194,2.985970638,-1.110872544,213.6497223,201.7,1.676070359,-2.574663853,-6.369702613,71.7445118,55.829
9/1/1984,12.4502596,6.546504087,1.500618591,339.0537367,243.6,6.75630767,2.205883734,-1.712833008,51.56130064,51.308
10/1/1984,13.603797,7.975037423,3.334004013,521.4460189,460.4,6.267166742,2.276158703,-1.178584071,117.4847648,92.028
11/1/1984,17.3930347,10.66567261,4.63677419,198.8651587,147.9,10.7392583,5.882481213,1.579774029,104.2640075,79.62
12/1/1984,20.44595368,13.88533295,7.62951119,198.4616028,180.1,14.14685344,9.203973755,4.149685968,87.34737844,71.476
1/1/1985,23.80327803,15.50156474,7.808318,237.490812,167.7,13.81212542,9.042544513,4.324472642,94.83790691,77.025
2/1/1985,23.09026089,15.32780184,8.228035475,278.5139563,238.1,13.45165693,8.43391275,3.747509785,101.8212878,77.508
3/1/1985,17.80655781,11.45800906,5.909443577,360.3308884,200,9.623754597,5.125333122,0.877752093,137.4608058,98.192
4/1/1985,12.81774329,7.543997243,2.879907135,416.3066754,362.8,6.674174347,2.482776705,-1.710993858,166.9412692,134.979
5/1/1985,8.523101474,5.096557613,1.807612537,690.2875368,611.1,3.351333914,-0.006900026,-3.500569328,160.8070515,130.991
6/1/1985,8.430650197,5.290652243,1.945602299,486.9623859,398,2.304852433,-0.649056393,-3.802097358,59.65199185,56.737
7/1/1985,6.578963484,3.020207383,-0.356448405,343.7811806,283.9,1.932022067,-1.080524639,-4.170084748,92.71998208,68.335
8/1/1985,8.559204603,4.328929761,0.38045293,338.8943645,299.5,2.752218115,-0.811803457,-4.118808208,122.3378777,95.508
9/1/1985,12.33740864,5.986981733,0.32031571,466.334978,367,4.692172556,0.675842212,-3.531096719,151.6478664,105.946
10/1/1985,15.31350655,8.099549984,1.685546199,228.6458479,168.7,7.739020852,3.016737839,-1.362560031,46.39657927,46.85
11/1/1985,19.31413363,12.11551612,5.242889286,314.8927681,254.3,11.97167289,6.707748033,1.918123041,89.61647808,64.158
12/1/1985,19.53417145,12.72528989,6.851637729,173.0907795,122.3,11.93496176,7.004905303,2.254224997,82.2787042,61.648
1/1/1986,21.69621235,14.48428855,7.934462355,259.6558216,195.4,11.89438197,7.127740197,2.421547588,172.0506252,124.075
2/1/1986,22.40582464,14.83737819,7.869172521,157.2233546,128,11.18112864,6.409507107,1.872917509,138.8579231,84.617
3/1/1986,17.49572613,10.7222309,4.545683819,354.0097266,269.1,9.26761381,4.713081055,0.633236304,119.281684,89.692
4/1/1986,13.05366444,8.15804107,2.974479743,552.8323689,398.4,5.510256653,1.092633432,-2.989040267,120.6784702,78.042
5/1/1986,8.822169445,5.08700609,1.653062723,569.5329571,411.7,3.806275995,0.300945201,-3.578039281,109.6477547,79.083
6/1/1986,5.709033087,2.079295016,-1.63704726,636.1065485,428.9,0.608602586,-2.740008475,-6.101472983,164.8009202,113.4
7/1/1986,6.175734987,2.689712458,-0.943499112,469.0428267,486.5,1.340479492,-1.720136747,-5.470049219,150.7843733,110.665
8/1/1986,8.748078703,3.077759935,-1.765427562,368.2370773,227.7,2.021170354,-1.914973581,-5.274814248,65.94715416,48.85
9/1/1986,12.71198552,6.160526073,0.51117018,382.9655427,333.5,5.039430476,-0.13819468,-5.014949756,43.65427656,37.907
10/1/1986,16.20625387,9.54424071,3.954658635,244.2842101,133,8.890865855,3.794539413,-0.953325608,52.0833962,38.112
11/1/1986,16.71648997,9.907877413,4.136059759,328.6756213,273.5,8.758407323,4.150586487,0.063076874,109.1709744,79.804
12/1/1986,19.41994558,12.74368995,6.266435635,151.5922058,106.6,11.88545853,6.756265503,1.740658425,89.42566528,57.446
1/1/1987,22.4273779,14.61227235,8.195387929,123.2603498,76.2,12.72234397,7.471780332,2.725322213,167.5039588,111.704
2/1/1987,24.45200457,15.12670639,6.800151509,159.0214951,90.2,13.6871692,8.093227179,2.78969044,104.9148632,73.911
3/1/1987,21.12655574,13.17093357,5.815667081,292.2600506,202.4,12.46742714,6.55494259,1.140913245,80.81720329,57.894
4/1/1987,13.92915123,8.21793103,3.066794739,342.4602288,267,8.4560094,4.17027827,0.223201135,123.5988514,103.849
5/1/1987,9.123783703,4.699740474,1.119023463,351.7606337,252.5,4.771861319,0.546666082,-3.462695727,79.47177721,57.289
6/1/1987,6.966927053,3.603021308,0.450488838,508.780729,382.2,3.689111598,0.472036592,-2.791172895,173.10195,126.213
7/1/1987,5.788601181,3.113982235,0.223833403,711.3203915,519.3,0.26741329,-2.142805954,-4.782560133,103.9530477,95.855
8/1/1987,8.284016581,3.72562425,-0.593687291,322.1975246,272.4,1.419277731,-2.054597656,-5.460277445,53.43059768,58.144
9/1/1987,11.49661882,6.074273743,1.348444369,402.7867244,257,5.38462478,0.543161323,-4.155171802,41.13437037,42.059
10/1/1987,15.83208677,9.574784668,4.127946674,312.3028532,167.5,8.444186597,3.983988781,-0.448839012,85.09522701,66.856
11/1/1987,18.71226257,12.20887355,6.29292671,194.545656,138.5,11.30283269,6.394166057,1.785839908,95.92483226,58.987
12/1/1987,19.2340691,12.61870937,6.589782848,250.9194392,166.9,11.40663707,6.605632384,1.906836921,92.11178955,64.983
1/1/1988,20.33120265,13.39507741,7.567060674,162.022862,156.7,12.02891401,6.941555003,2.300150443,102.5939832,70.497
2/1/1988,24.32572466,15.59112748,8.090579507,55.432931,21.6,15.32992252,9.01890931,3.369363508,39.85025803,29.711
3/1/1988,19.35158826,12.19250414,6.005819065,275.030001,211.5,10.8547694,5.995040168,2.14644718,104.7838964,72.374
4/1/1988,13.79851231,8.258993743,3.599312038,389.9913355,201.3,6.90125024,2.525714159,-1.577926699,95.34621968,71.125
5/1/1988,9.483400432,4.622036019,0.259773326,262.3231472,203,5.241417077,0.765082693,-3.072057528,72.43806521,55.144
6/1/1988,6.42585973,2.996575817,-0.685729236,489.5758035,488.3,3.139972704,-0.336679589,-3.926124468,132.2447161,103.514
7/1/1988,4.663100005,0.672105823,-2.941640724,290.4304113,162.5,0.802683299,-2.447009906,-5.636212032,60.08567831,53.936
8/1/1988,7.573222761,3.440714886,-0.335326278,440.6660054,393,1.377075808,-2.321180999,-6.068193706,51.73862841,56.144
9/1/1988,13.01515616,6.123029353,0.271399063,192.2183694,147.2,5.7193405,1.249259336,-2.643989729,38.37888135,41.475
10/1/1988,14.01244939,7.453164339,1.859941486,321.1450786,302.3,6.139322077,1.849338749,-2.065655149,112.1129694,83.336
11/1/1988,17.49804577,11.41798126,6.450081153,225.1929349,145.6,9.52458736,5.294326427,1.563219584,137.4866116,100.326
12/1/1988,18.51309632,13.0235664,7.915312281,399.5913705,263,9.900113697,5.605804723,1.492895075,174.0781055,102.407
1/1/1989,22.24854977,14.77319045,8.167331081,290.8707115,163.6,11.99957783,7.255164319,2.715680225,133.0906654,97.773
2/1/1989,23.58535789,15.14457811,8.106639721,190.3723796,92.9,13.80632529,8.260532596,3.362523206,55.4011723,50.666
3/1/1989,18.51876545,11.65889248,5.591549639,353.6581911,177.2,10.90719494,6.152506894,1.904246238,74.09648601,69.592
4/1/1989,13.50395986,8.32573596,3.571439066,404.8790386,304.8,6.48567142,2.820264059,-0.877603571,175.6966614,123.204
5/1/1989,8.789664748,3.971852276,-0.338823214,215.8434473,131.5,5.286335284,1.352901642,-2.295318982,114.9774462,95.604
6/1/1989,7.459329057,4.760095085,2.203663792,543.9811398,463.9,2.12785226,-1.414808137,-5.342251056,150.7692625,113.873
7/1/1989,5.959010168,2.23781113,-0.882485325,404.4103325,307.5,1.658383022,-1.719492159,-4.882324181,58.8225524,55.715
8/1/1989,7.950579374,3.654852443,-0.572828776,713.2752394,549.5,1.29399703,-2.202794615,-5.522048435,89.86324171,76.426
9/1/1989,11.83664367,5.702452297,-0.030813403,296.121954,228,4.84628722,0.418247459,-3.443449031,55.42963497,52.514
10/1/1989,15.99002236,8.687934874,2.420111673,224.1055771,159.7,7.830071119,3.11540514,-1.105610024,77.30912127,68.772
11/1/1989,18.0311718,11.8236629,6.551975683,243.2212875,109.7,9.558167273,5.29778896,1.553378917,96.53148805,76.473
12/1/1989,19.51539629,13.69577302,8.499979897,472.470603,397.7,10.2422297,5.843867013,1.674039894,214.395494,146.558
1/1/1990,21.08586487,14.05523889,7.582156458,227.0877013,122.5,11.56425373,6.808196803,2.285891914,113.2178492,76.071
2/1/1990,23.68721268,15.57412654,8.350860511,140.3926693,115.5,16.27662183,10.08418671,4.495756754,33.79608176,32.162
3/1/1990,18.30130213,11.17780669,5.578080471,264.74019,242.6,11.08759145,6.245257648,1.932135492,84.36619883,70.079
4/1/1990,12.66493703,7.093309053,2.169295363,428.8827086,279.4,5.434878833,0.894044342,-2.94577591,67.13488241,55.761
5/1/1990,8.549709968,4.740821971,1.174643583,559.7667122,418.8,4.201624552,0.403172344,-3.245140412,138.2372304,105.174
6/1/1990,6.569539183,3.039024012,-0.114019936,498.9202389,520.3,3.191678591,-0.419699406,-4.157006401,153.714112,113.268
7/1/1990,6.211079958,2.519234508,-0.984655724,480.8936688,276.6,2.331238476,-0.942999006,-4.125466068,170.8646798,124.978
8/1/1990,9.251527416,4.912887441,0.882676729,434.4682424,353.3,2.129662563,-1.298582261,-4.666301481,112.2944319,100.425
9/1/1990,12.09945776,6.337127623,1.601976693,404.9397588,321.4,4.874513201,0.388640205,-3.465067201,85.11315057,61.597
10/1/1990,14.62370173,8.096959474,2.412815306,294.7946998,246.4,6.517303545,2.443456477,-1.435919142,117.2612956,91.422
11/1/1990,16.40584317,9.702589523,4.058491689,291.0842844,148.3,7.276990307,3.201635091,-0.952685295,111.9774766,73.595
12/1/1990,18.65480523,12.4716835,6.561581545,287.9267787,219.8,11.5207216,6.465829048,1.790892014,78.6572998,59.401
1/1/1991,21.42725277,14.81405286,8.79749649,251.6178883,161.9,12.41279814,7.474970158,2.677636243,90.11413842,74.109
2/1/1991,22.96390411,14.8772203,7.551144493,167.1034355,83.8,12.87168623,7.477175964,2.431783324,105.7128574,74.385
3/1/1991,18.31262781,11.04309266,5.217659371,196.3560038,145.9,9.557533565,5.160958903,1.273733447,112.7735381,87.06
4/1/1991,13.79047473,7.919054523,2.966833732,308.7136307,181.2,6.5295674,2.386486457,-1.206328482,122.8667608,100.332
5/1/1991,8.5760876,4.533432672,1.215280189,468.0871633,420.1,3.949724829,-0.481826149,-3.969794183,61.75815977,49.293
6/1/1991,5.76371709,2.470917857,-0.935725807,395.0695885,194.6,1.244129666,-2.330926088,-5.958400414,58.56438436,56.894
