Harv_Yr,Site,Order,Patch,Plot,Sapling,Round,Height_RC,RC,Estab_Yr,Priority,AddRings,Pot_outlier
2018,LC,3,Transition,R05,R05S03,R05S03_02,20,41,1976,2,16,0
2018,LC,3,Transition,R05,R05S03,R05S03_03,30,35,1982,2,22,0
2018,LC,3,Transition,R05,R05S03,R05S03_04,40,32,1985,2,25,0
2018,LC,3,Transition,R05,R05S03,R05S03_05,50,30,1987,2,27,0
2018,LC,3,Transition,R05,R05S03,R05S03_06,60,27,1990,2,30,0
2018,LC,3,Transition,R05,R05S03,R05S03_07,70,26,1991,2,31,0
2018,LC,3,Transition,R05,R05S03,R05S03_08,80,23,1994,2,34,0
2018,LC,3,Transition,R05,R05S03,R05S03_09,90,20,1997,2,37,0
2018,LC,3,Transition,R05,R05S03,R05S03_10,100,17,2000,2,40,0
2018,LC,3,Transition,R05,R05S03,R05S03_11,110,16,2001,2,41,0
2018,LC,3,Transition,R05,R05S03,R05S03_12,120,14,2003,2,43,0
2018,LC,3,Transition,R05,R05S03,R05S03_13,130,11,2006,2,46,0
2017,LC,4,Burned Forest,S01,S0101,S0101_0,0,40,1976,1,0,0
2017,LC,4,Burned Forest,S01,S0101,S0101_10,10,39,1977,1,1,0
2017,LC,4,Burned Forest,S01,S0101,S0101_20,20,36,1980,1,4,0
2017,LC,4,Burned Forest,S01,S0101,S0101_30,30,34,1982,1,6,0
2017,LC,4,Burned Forest,S01,S0101,S0101_40,40,32,1984,1,8,0
2017,LC,4,Burned Forest,S01,S0101,S0101_50,50,30,1986,1,10,0
2017,LC,4,Burned Forest,S01,S0101,S0101_60,60,29,1987,1,11,0
2017,LC,4,Burned Forest,S01,S0101,S0101_70,70,27,1989,1,13,0
2017,LC,4,Burned Forest,S01,S0101,S0101_80,80,25,1991,1,15,0
2017,LC,4,Burned Forest,S01,S0101,S0101_90,90,23,1993,1,17,0
2017,LC,4,Burned Forest,S01,S0101,S0101_100,100,21,1995,1,19,0
2017,LC,4,Burned Forest,S01,S0101,S0101_110,110,19,1997,1,21,0
2017,LC,4,Burned Forest,S01,S0101,S0101_120,120,18,1998,1,22,0
2017,LC,4,Burned Forest,S01,S0101,S0101_130,130,16,2000,1,24,0
2017,LC,4,Burned Forest,S01,S0102,S0102_0,0,34,1982,1,0,0
2017,LC,4,Burned Forest,S01,S0102,S0102_10,10,32,1984,1,2,0
2017,LC,4,Burned Forest,S01,S0102,S0102_20,20,31,1985,1,3,0
2017,LC,4,Burned Forest,S01,S0102,S0102_30,30,31,1985,1,3,0
2017,LC,4,Burned Forest,S01,S0102,S0102_40,40,31,1985,1,3,0
2017,LC,4,Burned Forest,S01,S0102,S0102_50,50,30,1986,1,4,0
2017,LC,4,Burned Forest,S01,S0102,S0102_60,60,27,1989,1,7,0
2017,LC,4,Burned Forest,S01,S0102,S0102_70,70,27,1989,1,7,0
2017,LC,4,Burned Forest,S01,S0102,S0102_80,80,25,1991,1,9,0
2017,LC,4,Burned Forest,S01,S0102,S0102_90,90,25,1991,1,9,0
2017,LC,4,Burned Forest,S01,S0102,S0102_100,100,24,1992,1,10,0
2017,LC,4,Burned Forest,S01,S0102,S0102_110,110,24,1992,1,10,0
2017,LC,4,Burned Forest,S01,S0102,S0102_120,120,23,1993,1,11,0
2017,LC,4,Burned Forest,S01,S0102,S0102_130,130,22,1994,1,12,0
2017,LC,4,Burned Forest,S01,S0103,S0103_3,3,37,1979,1,0,0
2017,LC,4,Burned Forest,S01,S0103,S0103_10,10,34,1982,1,3,0
2017,LC,4,Burned Forest,S01,S0103,S0103_20,20,31,1985,1,6,0
2017,LC,4,Burned Forest,S01,S0103,S0103_30,30,28,1988,1,9,0
2017,LC,4,Burned Forest,S01,S0103,S0103_40,40,25,1991,1,12,0
2017,LC,4,Burned Forest,S01,S0103,S0103_50,50,23,1993,1,14,0
2017,LC,4,Burned Forest,S01,S0103,S0103_60,60,19,1997,1,18,0
2017,LC,4,Burned Forest,S01,S0103,S0103_70,70,17,1999,1,20,0
2017,LC,4,Burned Forest,S01,S0103,S0103_80,80,16,2000,1,21,0
2017,LC,4,Burned Forest,S01,S0103,S0103_90,90,15,2001,1,22,0
2017,LC,4,Burned Forest,S01,S0103,S0103_100,100,14,2002,1,23,0
2017,LC,4,Burned Forest,S01,S0103,S0103_110,110,14,2002,1,23,0
2017,LC,4,Burned Forest,S01,S0103,S0103_120,120,12,2004,1,25,0
2017,LC,4,Burned Forest,S01,S0103,S0103_130,130,11,2005,1,26,0
2017,LC,4,Burned Forest,S01,S0105,S0105_0,0,44,1972,1,0,0
2017,LC,4,Burned Forest,S01,S0105,S0105_10,10,41,1975,1,3,0
2017,LC,4,Burned Forest,S01,S0105,S0105_20,20,38,1978,1,6,0
2017,LC,4,Burned Forest,S01,S0105,S0105_30,30,36,1980,1,8,0
2017,LC,4,Burned Forest,S01,S0105,S0105_40,40,34,1982,1,10,0
2017,LC,4,Burned Forest,S01,S0105,S0105_50,50,31,1985,1,13,0
2017,LC,4,Burned Forest,S01,S0105,S0105_60,60,28,1988,1,16,0
2017,LC,4,Burned Forest,S01,S0105,S0105_70,70,24,1992,1,20,0
2017,LC,4,Burned Forest,S01,S0105,S0105_80,80,20,1996,1,24,0
2017,LC,4,Burned Forest,S01,S0105,S0105_90,90,18,1998,1,26,0
2017,LC,4,Burned Forest,S01,S0105,S0105_100,100,17,1999,1,27,0
2017,LC,4,Burned Forest,S01,S0105,S0105_110,110,13,2003,1,31,0
2017,LC,4,Burned Forest,S01,S0105,S0105_120,120,11,2005,1,33,0
2017,LC,4,Burned Forest,S01,S0105,S0105_130,130,10,2006,1,34,0
2017,LC,4,Burned Forest,S02,S0202,S0202_0,0,25,1991,1,0,0
2017,LC,4,Burned Forest,S02,S0202,S0202_10,10,21,1995,1,4,0
2017,LC,4,Burned Forest,S02,S0202,S0202_20,20,19,1997,1,6,0
2017,LC,4,Burned Forest,S02,S0202,S0202_30,30,19,1997,1,6,0
2017,LC,4,Burned Forest,S02,S0202,S0202_40,40,17,1999,1,8,0
2017,LC,4,Burned Forest,S02,S0202,S0202_50,50,14,2002,1,11,0
2017,LC,4,Burned Forest,S02,S0202,S0202_60,60,12,2004,1,13,0
2017,LC,4,Burned Forest,S02,S0202,S0202_70,70,11,2005,1,14,0
2017,LC,4,Burned Forest,S02,S0202,S0202_80,80,10,2006,1,15,0
2017,LC,4,Burned Forest,S02,S0203,S0203_0,0,27,1989,2,0,0
2017,LC,4,Burned Forest,S02,S0203,S0203_10,10,25,1991,2,2,0
2017,LC,4,Burned Forest,S02,S0203,S0203_20,20,21,1995,2,6,0
2017,LC,4,Burned Forest,S02,S0203,S0203_30,30,19,1997,2,8,0
2017,LC,4,Burned Forest,S02,S0203,S0203_40,40,18,1998,2,9,0
2017,LC,4,Burned Forest,S02,S0203,S0203_50,50,15,2001,2,12,0
2017,LC,4,Burned Forest,S02,S0203,S0203_60,60,14,2002,2,13,0
2017,LC,4,Burned Forest,S02,S0203,S0203_70,70,13,2003,2,14,0
2017,LC,4,Burned Forest,S02,S0204,S0204_0,0,26,1990,1,0,0
2017,LC,4,Burned Forest,S02,S0204,S0204_10,10,25,1991,1,1,0
2017,LC,4,Burned Forest,S02,S0204,S0204_20,20,23,1993,1,3,0
2017,LC,4,Burned Forest,S02,S0204,S0204_30,30,21,1995,1,5,0
2017,LC,4,Burned Forest,S02,S0204,S0204_40,40,20,1996,1,6,0
2017,LC,4,Burned Forest,S02,S0204,S0204_50,50,21,1995,1,5,0
2017,LC,4,Burned Forest,S02,S0204,S0204_60,60,19,1997,1,7,0
2017,LC,4,Burned Forest,S02,S0204,S0204_70,70,18,1998,1,8,0
2017,LC,4,Burned Forest,S02,S0204,S0204_80,80,17,1999,1,9,0
2017,LC,4,Burned Forest,S02,S0204,S0204_90,90,16,2000,1,10,0
2017,LC,4,Burned Forest,S02,S0204,S0204_100,100,14,2002,1,12,0
2017,LC,4,Burned Forest,S02,S0205,S0205_0,0,22,1994,2,0,1
2017,LC,4,Burned Forest,S02,S0205,S0205_10,10,20,1996,2,2,1
2017,LC,4,Burned Forest,S02,S0205,S0205_20,20,16,2000,2,6,1
2017,LC,4,Burned Forest,S02,S0205,S0205_30,30,14,2002,2,8,1
2017,LC,4,Burned Forest,S02,S0205,S0205_40,40,12,2004,2,10,1
2017,LC,4,Burned Forest,S02,S0205,S0205_50,50,11,2005,2,11,1
2017,LC,4,Burned Forest,S02,S0205,S0205_60,60,10,2006,2,12,1
2017,LC,4,Burned Forest,S03,S0301,S0301_0,0,54,1962,1,0,0
2017,LC,4,Burned Forest,S03,S0301,S0301_10,10,53,1963,1,1,0
2017,LC,4,Burned Forest,S03,S0301,S0301_20,20,53,1963,1,1,0
2017,LC,4,Burned Forest,S03,S0301,S0301_30,30,51,1965,1,3,0
2017,LC,4,Burned Forest,S03,S0301,S0301_40,40,49,1967,1,5,0
2017,LC,4,Burned Forest,S03,S0301,S0301_50,50,48,1968,1,6,0
2017,LC,4,Burned Forest,S03,S0301,S0301_60,60,47,1969,1,7,0
2017,LC,4,Burned Forest,S03,S0301,S0301_70,70,44,1972,1,10,0
2017,LC,4,Burned Forest,S03,S0301,S0301_80,80,40,1976,1,14,0
2017,LC,4,Burned Forest,S03,S0301,S0301_90,90,38,1978,1,16,0
2017,LC,4,Burned Forest,S03,S0301,S0301_100,100,37,1979,1,17,0
2017,LC,4,Burned Forest,S03,S0301,S0301_120,120,36,1980,1,18,0
2017,LC,4,Burned Forest,S03,S0301,S0301_130,130,33,1983,1,21,0
2017,LC,4,Burned Forest,S03,S0302,S0302_0,0,37,1979,1,0,0
2017,LC,4,Burned Forest,S03,S0302,S0302_10,10,35,1981,1,2,0
2017,LC,4,Burned Forest,S03,S0302,S0302_20,20,33,1983,1,4,0
2017,LC,4,Burned Forest,S03,S0302,S0302_30,30,32,1984,1,5,0
2017,LC,4,Burned Forest,S03,S0302,S0302_40,40,32,1984,1,5,0
2017,LC,4,Burned Forest,S03,S0302,S0302_50,50,30,1986,1,7,0
2017,LC,4,Burned Forest,S03,S0302,S0302_60,60,29,1987,1,8,0
2017,LC,4,Burned Forest,S03,S0302,S0302_70,70,27,1989,1,10,0
2017,LC,4,Burned Forest,S03,S0302,S0302_80,80,26,1990,1,11,0
2017,LC,4,Burned Forest,S03,S0302,S0302_90,90,26,1990,1,11,0
2017,LC,4,Burned Forest,S03,S0302,S0302_100,100,25,1991,1,12,0
2017,LC,4,Burned Forest,S03,S0302,S0302_110,110,25,1991,1,12,0
2017,LC,4,Burned Forest,S03,S0302,S0302_120,120,24,1992,1,13,0
2017,LC,4,Burned Forest,S03,S0302,S0302_130,130,20,1996,1,17,0
2017,LC,4,Burned Forest,S03,S0303,S0303_0,0,28,1988,1,0,0
2017,LC,4,Burned Forest,S03,S0303,S0303_10,10,25,1991,1,3,0
2017,LC,4,Burned Forest,S03,S0303,S0303_20,20,23,1993,1,5,0
2017,LC,4,Burned Forest,S03,S0303,S0303_30,30,22,1994,1,6,0
2017,LC,4,Burned Forest,S03,S0303,S0303_40,40,19,1997,1,9,0
2017,LC,4,Burned Forest,S03,S0303,S0303_50,50,17,1999,1,11,0
2017,LC,4,Burned Forest,S03,S0303,S0303_60,60,16,2000,1,12,0
2017,LC,4,Burned Forest,S03,S0303,S0303_70,70,15,2001,1,13,0
2017,LC,4,Burned Forest,S03,S0303,S0303_80,80,12,2004,1,16,0
2017,LC,4,Burned Forest,S03,S0303,S0303_90,90,11,2005,1,17,0
2017,LC,4,Burned Forest,S03,S0303,S0303_100,100,10,2006,1,18,0
2017,LC,4,Burned Forest,S03,S0305,S0305_0,0,29,1987,1,0,0
2017,LC,4,Burned Forest,S03,S0305,S0305_10,10,28,1988,1,1,0
2017,LC,4,Burned Forest,S03,S0305,S0305_20,20,28,1988,1,1,0
2017,LC,4,Burned Forest,S03,S0305,S0305_30,30,26,1990,1,3,0
2017,LC,4,Burned Forest,S03,S0305,S0305_40,40,26,1990,1,3,0
2017,LC,4,Burned Forest,S03,S0305,S0305_50,50,25,1991,1,4,0
2017,LC,4,Burned Forest,S03,S0305,S0305_60,60,24,1992,1,5,0
2017,LC,4,Burned Forest,S03,S0305,S0305_70,70,23,1993,1,6,0
2017,LC,4,Burned Forest,S03,S0305,S0305_80,80,22,1994,1,7,0
2017,LC,4,Burned Forest,S03,S0305,S0305_90,90,21,1995,1,8,0
2017,LC,4,Burned Forest,S03,S0305,S0305_100,100,19,1997,1,10,0
2017,LC,4,Burned Forest,S03,S0305,S0305_110,110,18,1998,1,11,0
2017,LC,4,Burned Forest,S04,S0401,S0401_0,0,42,1974,1,0,0
2017,LC,4,Burned Forest,S04,S0401,S0401_10,10,40,1976,1,2,0
2017,LC,4,Burned Forest,S04,S0401,S0401_20,20,38,1978,1,4,0
2017,LC,4,Burned Forest,S04,S0401,S0401_30,30,37,1979,1,5,0
2017,LC,4,Burned Forest,S04,S0401,S0401_40,40,35,1981,1,7,0
2017,LC,4,Burned Forest,S04,S0401,S0401_50,50,34,1982,1,8,0
2017,LC,4,Burned Forest,S04,S0401,S0401_60,60,32,1984,1,10,0
2017,LC,4,Burned Forest,S04,S0401,S0401_70,70,31,1985,1,11,0
2017,LC,4,Burned Forest,S04,S0401,S0401_80,80,29,1987,1,13,0
2017,LC,4,Burned Forest,S04,S0401,S0401_90,90,27,1989,1,15,0
2017,LC,4,Burned Forest,S04,S0401,S0401_100,100,26,1990,1,16,0
2017,LC,4,Burned Forest,S04,S0401,S0401_110,110,24,1992,1,18,0
2017,LC,4,Burned Forest,S04,S0401,S0401_120,120,22,1994,1,20,0
2017,LC,4,Burned Forest,S04,S0401,S0401_130,130,21,1995,1,21,0
2017,LC,4,Burned Forest,S04,S0402,S0402_0,0,38,1978,1,0,0
2017,LC,4,Burned Forest,S04,S0402,S0402_10,10,37,1979,1,1,0
2017,LC,4,Burned Forest,S04,S0402,S0402_20,20,36,1980,1,2,0
2017,LC,4,Burned Forest,S04,S0402,S0402_30,30,35,1981,1,3,0
2017,LC,4,Burned Forest,S04,S0402,S0402_40,40,34,1982,1,4,0
2017,LC,4,Burned Forest,S04,S0402,S0402_50,50,33,1983,1,5,0
2017,LC,4,Burned Forest,S04,S0402,S0402_60,60,33,1983,1,5,0
2017,LC,4,Burned Forest,S04,S0402,S0402_70,70,31,1985,1,7,0
2017,LC,4,Burned Forest,S04,S0402,S0402_80,80,30,1986,1,8,0
2017,LC,4,Burned Forest,S04,S0402,S0402_90,90,29,1987,1,9,0
2017,LC,4,Burned Forest,S04,S0402,S0402_100,100,29,1987,1,9,0
2017,LC,4,Burned Forest,S04,S0402,S0402_110,110,28,1988,1,10,0
2017,LC,4,Burned Forest,S04,S0402,S0402_120,120,27,1989,1,11,0
2017,LC,4,Burned Forest,S04,S0402,S0402_130,130,26,1990,1,12,0
2017,LC,4,Burned Forest,S04,S0403,S0403_0,0,35,1981,1,0,0
2017,LC,4,Burned Forest,S04,S0403,S0403_10,10,33,1983,1,2,0
2017,LC,4,Burned Forest,S04,S0403,S0403_20,20,31,1985,1,4,0
2017,LC,4,Burned Forest,S04,S0403,S0403_30,30,29,1987,1,6,0
2017,LC,4,Burned Forest,S04,S0403,S0403_40,40,28,1988,1,7,0
2017,LC,4,Burned Forest,S04,S0403,S0403_50,50,28,1988,1,7,0
2017,LC,4,Burned Forest,S04,S0403,S0403_60,60,27,1989,1,8,0
2017,LC,4,Burned Forest,S04,S0403,S0403_70,70,25,1991,1,10,0
2017,LC,4,Burned Forest,S04,S0403,S0403_80,80,24,1992,1,11,0
2017,LC,4,Burned Forest,S04,S0403,S0403_90,90,23,1993,1,12,0
2017,LC,4,Burned Forest,S04,S0403,S0403_100,100,22,1994,1,13,0
2017,LC,4,Burned Forest,S04,S0403,S0403_110,110,20,1996,1,15,0
2017,LC,4,Burned Forest,S04,S0404,S0404_0,0,45,1971,1,0,0
2017,LC,4,Burned Forest,S04,S0404,S0404_10,10,44,1972,1,1,0
2017,LC,4,Burned Forest,S04,S0404,S0404_20,20,40,1976,1,5,0
2017,LC,4,Burned Forest,S04,S0404,S0404_30,30,34,1982,1,11,0
2017,LC,4,Burned Forest,S04,S0404,S0404_40,40,33,1983,1,12,0
2017,LC,4,Burned Forest,S04,S0404,S0404_50,50,32,1984,1,13,0
2017,LC,4,Burned Forest,S04,S0404,S0404_60,60,31,1985,1,14,0
2017,LC,4,Burned Forest,S04,S0404,S0404_70,70,30,1986,1,15,0
2017,LC,4,Burned Forest,S04,S0404,S0404_80,80,29,1987,1,16,0
2017,LC,4,Burned Forest,S04,S0404,S0404_90,90,28,1988,1,17,0
2017,LC,4,Burned Forest,S04,S0404,S0404_100,100,27,1989,1,18,0
2017,LC,4,Burned Forest,S04,S0404,S0404_110,110,26,1990,1,19,0
2017,LC,4,Burned Forest,S04,S0404,S0404_120,120,24,1992,1,21,0
2017,LC,4,Burned Forest,S04,S0404,S0404_130,130,16,2000,1,29,0
2017,LC,4,Burned Forest,S04,S0405,S0405_0,0,45,1971,1,0,0
2017,LC,4,Burned Forest,S04,S0405,S0405_10,10,44,1972,1,1,0
2017,LC,4,Burned Forest,S04,S0405,S0405_20,20,44,1972,1,1,0
2017,LC,4,Burned Forest,S04,S0405,S0405_30,30,43,1973,1,2,0
2017,LC,4,Burned Forest,S04,S0405,S0405_40,40,42,1974,1,3,0
2017,LC,4,Burned Forest,S04,S0405,S0405_50,50,41,1975,1,4,0
2017,LC,4,Burned Forest,S04,S0405,S0405_60,60,41,1975,1,4,0
2017,LC,4,Burned Forest,S04,S0405,S0405_70,70,41,1975,1,4,0
2017,LC,4,Burned Forest,S04,S0405,S0405_80,80,40,1976,1,5,0
2017,LC,4,Burned Forest,S04,S0405,S0405_90,90,39,1977,1,6,0
2017,LC,4,Burned Forest,S04,S0405,S0405_100,100,38,1978,1,7,0
2017,LC,4,Burned Forest,S04,S0405,S0405_110,110,37,1979,1,8,0
2017,LC,4,Burned Forest,S04,S0405,S0405_120,120,36,1980,1,9,0
2017,LC,4,Burned Forest,S04,S0405,S0405_130,130,31,1985,1,14,0
2018,LC,4,Burned Forest,S05,S05S02,S05S02_02,10,58,1959,1,0,0
2018,LC,4,Burned Forest,S05,S05S02,S05S02_03,20,56,1961,1,2,0
2018,LC,4,Burned Forest,S05,S05S02,S05S02_04,30,53,1964,1,5,0
2018,LC,4,Burned Forest,S05,S05S02,S05S02_05,40,52,1965,1,6,0
2018,LC,4,Burned Forest,S05,S05S02,S05S02_06,50,51,1966,1,7,0
2018,LC,4,Burned Forest,S05,S05S02,S05S02_07,60,50,1967,1,8,0
2018,LC,4,Burned Forest,S05,S05S02,S05S02_08,70,47,1970,1,11,0
2018,LC,4,Burned Forest,S05,S05S02,S05S02_09,80,44,1973,1,14,0
2018,LC,4,Burned Forest,S05,S05S02,S05S02_10,90,43,1974,1,15,0
2018,LC,4,Burned Forest,S05,S05S02,S05S02_11,100,40,1977,1,18,0
2018,LC,4,Burned Forest,S05,S05S02,S05S02_12,110,37,1980,1,21,0
2018,LC,4,Burned Forest,S05,S05S02,S05S02_13,120,34,1983,1,24,0
2018,LC,4,Burned Forest,S05,S05S02,S05S02_14,130,30,1987,1,28,0
2018,LC,4,Burned Forest,S05,S05S04,S05S04_01,0,44,1973,1,0,0
2018,LC,4,Burned Forest,S05,S05S04,S05S04_02,10,43,1974,1,1,0
2018,LC,4,Burned Forest,S05,S05S04,S05S04_03,20,41,1976,1,3,0
2018,LC,4,Burned Forest,S05,S05S04,S05S04_04,30,38,1979,1,6,0
2018,LC,4,Burned Forest,S05,S05S04,S05S04_05,40,38,1979,1,6,0
2018,LC,4,Burned Forest,S05,S05S04,S05S04_06,50,36,1981,1,8,0
2018,LC,4,Burned Forest,S05,S05S04,S05S04_07,60,34,1983,1,10,0
2018,LC,4,Burned Forest,S05,S05S04,S05S04_08,70,33,1984,1,11,0
2018,LC,4,Burned Forest,S05,S05S04,S05S04_09,80,32,1985,1,12,0
2018,LC,4,Burned Forest,S05,S05S04,S05S04_10,90,30,1987,1,14,0
2018,LC,4,Burned Forest,S05,S05S04,S05S04_11,100,29,1988,1,15,0
2018,LC,4,Burned Forest,S05,S05S04,S05S04_12,110,28,1989,1,16,0
2018,LC,4,Burned Forest,S05,S05S04,S05S04_13,120,27,1990,1,17,0
2018,LC,4,Burned Forest,S05,S05S04,S05S04_14,130,26,1991,1,18,0
2018,LC,4,Burned Forest,S06,S06S01,S06S01_01,0,35,1982,1,0,0
2018,LC,4,Burned Forest,S06,S06S01,S06S01_02,10,31,1986,1,4,0
2018,LC,4,Burned Forest,S06,S06S01,S06S01_03,20,30,1987,1,5,0
2018,LC,4,Burned Forest,S06,S06S01,S06S01_04,30,28,1989,1,7,0
2018,LC,4,Burned Forest,S06,S06S01,S06S01_05,40,27,1990,1,8,0
2018,LC,4,Burned Forest,S06,S06S01,S06S01_06,50,26,1991,1,9,0
2018,LC,4,Burned Forest,S06,S06S01,S06S01_07,60,26,1991,1,9,0
2018,LC,4,Burned Forest,S06,S06S01,S06S01_08,70,24,1993,1,11,0
2018,LC,4,Burned Forest,S06,S06S01,S06S01_09,80,20,1997,1,15,0
2018,LC,4,Burned Forest,S06,S06S01,S06S01_10,90,19,1998,1,16,0
2018,LC,4,Burned Forest,S06,S06S01,S06S01_11,100,16,2001,1,19,0
2018,LC,4,Burned Forest,S06,S06S04,S06S04_01,0,43,1974,1,0,0
2018,LC,4,Burned Forest,S06,S06S04,S06S04_02,10,42,1975,1,1,0
2018,LC,4,Burned Forest,S06,S06S04,S06S04_03,20,42,1975,1,1,0
2018,LC,4,Burned Forest,S06,S06S04,S06S04_04,30,40,1977,1,3,0
2018,LC,4,Burned Forest,S06,S06S04,S06S04_05,40,38,1979,1,5,0
2018,LC,4,Burned Forest,S06,S06S04,S06S04_06,50,37,1980,1,6,0
2018,LC,4,Burned Forest,S06,S06S04,S06S04_07,60,36,1981,1,7,0
2018,LC,4,Burned Forest,S06,S06S04,S06S04_08,70,33,1984,1,10,0
2018,LC,4,Burned Forest,S06,S06S04,S06S04_09,80,33,1984,1,10,0
2018,LC,4,Burned Forest,S06,S06S04,S06S04_10,90,32,1985,1,11,0
2018,LC,4,Burned Forest,S06,S06S04,S06S04_11,100,29,1988,1,14,0
2018,LC,4,Burned Forest,S06,S06S04,S06S04_12,110,29,1988,1,14,0
2018,LC,4,Burned Forest,S06,S06S04,S06S04_13,120,28,1989,1,15,0
2018,LC,4,Burned Forest,S06,S06S04,S06S04_14,130,20,1997,1,23,0
2018,LC,4,Burned Forest,S08,S08S04,S08S04_01,0,27,1990,1,0,0
2018,LC,4,Burned Forest,S08,S08S04,S08S04_02,10,24,1993,1,3,0
2018,LC,4,Burned Forest,S08,S08S04,S08S04_03,20,23,1994,1,4,0
2018,LC,4,Burned Forest,S08,S08S04,S08S04_04,30,23,1994,1,4,0
2018,LC,4,Burned Forest,S08,S08S04,S08S04_05,40,21,1996,1,6,0
2018,LC,4,Burned Forest,S08,S08S04,S08S04_06,50,20,1997,1,7,0
2018,LC,4,Burned Forest,S08,S08S04,S08S04_07,60,19,1998,1,8,0
2018,LC,4,Burned Forest,S08,S08S04,S08S04_08,70,16,2001,1,11,0
2018,LC,4,Burned Forest,S08,S08S04,S08S04_09,80,16,2001,1,11,0
2018,LC,4,Burned Forest,S08,S08S04,S08S04_10,90,14,2003,1,13,0
2018,LC,4,Burned Forest,S08,S08S04,S08S04_11,100,11,2006,1,16,0
2018,LC,4,Burned Forest,S08,S08S04,S08S04_12,110,9,2008,1,18,0
2018,LC,4,Burned Forest,S08,S08S04,S08S04_13,120,6,2011,1,21,0
2018,LC,4,Burned Forest,S08,S08S04,S08S04_14,130,4,2013,1,23,0
2018,LC,4,Burned Forest,S09,S09S03,S09S03_01,0,49,1968,1,0,0
2018,LC,4,Burned Forest,S09,S09S03,S09S03_02,10,46,1971,1,3,0
2018,LC,4,Burned Forest,S09,S09S03,S09S03_03,20,45,1972,1,4,0
2018,LC,4,Burned Forest,S09,S09S03,S09S03_04,30,44,1973,1,5,0
2018,LC,4,Burned Forest,S09,S09S03,S09S03_05,40,43,1974,1,6,0
2018,LC,4,Burned Forest,S09,S09S03,S09S03_06,50,42,1975,1,7,0
2018,LC,4,Burned Forest,S09,S09S03,S09S03_07,60,42,1975,1,7,0
2018,LC,4,Burned Forest,S09,S09S03,S09S03_08,70,41,1976,1,8,0
2018,LC,4,Burned Forest,S09,S09S03,S09S03_09,80,38,1979,1,11,0
2018,LC,4,Burned Forest,S09,S09S03,S09S03_10,90,38,1979,1,11,0
2018,LC,4,Burned Forest,S09,S09S03,S09S03_11,100,32,1985,1,17,0
2018,LC,4,Burned Forest,S09,S09S03,S09S03_12,110,32,1985,1,17,0
2018,LC,4,Burned Forest,S09,S09S03,S09S03_13,120,28,1989,1,21,0
2018,LC,4,Burned Forest,S09,S09S03,S09S03_14,130,27,1990,1,22,0
